Table XX.  Slope Fractional Error Distribution

			F87				ODR				OLS				WLS
Run		Bias	Scat.	Bias	Scat	Bias	Scat	Bias	Scat
(1)		(2)		(3)		(4)		(5)		(6)		(7)		(8)		(9)

linfit_multisimerr	0.000	0.025	0.089	0.107	-0.016	0.025	-0.015	0.279
linfit_multisimerr	-0.001	0.024	0.084	0.105	-0.017	0.024	-0.014	0.288
linfit_multisimerr	0.001	0.026	0.092	0.132	-0.015	0.026	-0.016	0.361
linfit_multisimerr	0.002	0.026	0.090	0.161	-0.014	0.025	0.006	0.311
linfit_multisimerr	0.001	0.026	0.086	0.098	-0.015	0.026	-0.009	0.280
linfit_multisimerr	-0.000	0.025	0.089	0.108	-0.016	0.025	-0.006	0.271
linfit_multisimerr	0.001	0.027	0.087	0.112	-0.015	0.026	-0.016	0.315
linfit_multisimerr	-0.000	0.026	0.085	0.105	-0.016	0.025	-0.022	0.298
linfit_multisimerr	-0.000	0.026	0.082	0.106	-0.016	0.026	-0.027	0.281
linfit_multisimerr	-0.001	0.027	0.084	0.109	-0.016	0.026	-0.005	0.279
linfit_multisimerr	0.001	0.027	0.085	0.116	-0.015	0.027	-0.019	0.265
linfit_multisimerr	0.000	0.025	0.082	0.096	-0.016	0.024	-0.034	0.283
linfit_multisimerr	-0.000	0.026	0.078	0.110	-0.016	0.026	-0.013	0.340
linfit_multisimerr	0.002	0.026	0.087	0.114	-0.014	0.026	-0.005	0.312
linfit_multisimerr	-0.001	0.026	0.087	0.105	-0.017	0.026	-0.025	0.265
linfit_multisimerr	0.001	0.027	0.087	0.103	-0.015	0.026	0.001	0.305
linfit_multisimerr	0.000	0.027	0.083	0.108	-0.015	0.027	-0.018	0.287
